요리명,조회수,조리방법,재료,인분수,난이도,조리시간,체크할 재료
치즈참치비빔밥,14013,비빔,밥 1인분| 고추참치 85g 1캔| 고추장 0.5스푼| 참기름 0.5스푼| 모짜렐라치즈 약간| 파슬리 약간,1인분,아무나,5분이내,치즈 고추 
치즈초콜릿,1163,기타,3층 치즈 2장| 코팅용 다크초콜릿 200g| 화이트초콜릿 펜 1개| 뜨거운 물 적당량,1인분,초급,30분이내,치즈 
치즈춘빙,1768,굽기,춘권피 2~3장| 피자치즈 1줌  소금 1꼬집,1인분,아무나,10분이내,치즈 
치즈치팝,1058,튀김,팝콘치킨 500g| 꿀 2스푼| 간장 25ml| 허니칠리소스 1스푼| 치즈 재량껏,1인분,아무나,10분이내,치즈 
치즈칩,41293,기타,슬라이스 치즈 2장| 종이유산지 1장| 전자레인지용그릇 1개,1인분,아무나,5분이내,치즈 
치즈카레덮밥,437,기타,카레 넉넉하게| 피자치즈 1주먹정도| 밥 1공기| 달걀 1개,1인분,아무나,5분이내,치즈 달걀 
치즈카레라면,63751,끓이기,라면 1봉| 물 380ml| 카레소스 200g| 슬라이스치즈 1장,1인분,초급,15분이내,치즈 라면 
치즈카츠,4887,튀김,돼지등심 먹을만큼~| 통 모짜렐라치즈 1/3| 허브솔트| 후추 약간| 밀가루. 달걀물 적당량| 빵가루 적당량| 파슬리가루 선택| 어린잎채소 선택  스테이크소스 1스푼| 허니머스타드 1스푼| 마요네즈 1스푼| 설탕 1스푼| 케찹 1/2스푼| 후추 약간,1인분,아무나,30분이내,치즈 달걀 
치즈케이크,7916,굽기,생캐슈넛 100g  물 적당량| 라임과즙or레몬과즙or식초 3~4큰술| 아가베시럽 40g| 코코넛오일 50g,1인분,중급,2시간이상,
치즈케이크스무디,1208,기타,큐원치즈케익믹스| 우유 160ml| 치즈 케이크 100g| 우유 200ml| 얼음(생략가능),1인분,중급,10분이내,치즈 우유 
치즈콘브레드,2296,굽기,식빵 1개| 캔옥수수 2스푼| 올리브유 적당히| 체다치즈 1장  마요네즈 1스푼,1인분,아무나,30분이내,치즈 빵 
치즈퀘사디아,1058,굽기,또띠아 2장| 모짜렐라치즈 4큰술| 파마산치즈가루 1큰술| 체더치즈 1장| 로제 스파게티소스 2큰술,1인분,아무나,10분이내,치즈 
치즈큐브튀김,837,튀김,3층 치즈 2장| 슬라이스 햄 4장| 감자 1개| 소금 1/4t| 후추 1/4t| 밀가루 3T| 빵가루 100g,1인분,아무나,15분이내,치즈 감자 
치즈크래미라이스페이퍼롤,11211,굽기,양파 1/2개| 오이 1/2개| 당근 1/2개| 치즈크래미 or 크래미 8개| 라이스페이퍼 8장,1인분,초급,30분이내,당근 치즈 오이 양파 
치즈크로켓,3110,튀김,감자 400g| 피자치즈 20g| 소금 1꼬집| 물 1T| 달걀 1개| 밀가루 조금| 빵가루 조금| 튀김기름 적당량,1인분,아무나,10분이내,치즈 달걀 감자 
치즈크림,99,기타,생 크림치즈 200cc| 생크림 100cc| 슈거파우더 50g| 바닐라파우더 약간,1인분,중급,30분이내,치즈 
치즈크림스파게티,3025,볶음,스파게티면 80~90g| 닭가슴살 1쪽| 고르곤졸라치즈 1/2T| 홍파프리카 1/8개| 브로콜리 3~4조각| 마늘 3~4쪽  우유 250ml| 생크림| 소금| 후추| 굴소스| 버터| 화이트와인 약간| 파마산치즈 약간,1인분,아무나,30분이내,치즈 닭 마늘 우유 파프리카 
치즈크림파스타,4668,볶음,우유 1컵| 밀가루 1T| 버터 1T| 체다치즈 1개| 파르미지아노 레지아노(견성치즈) 많이| 스파게티면 1인분| 마늘 3개(깐것)| 양송이 3개| 베이컨 취향껏| 파슬리가루 취향껏  소금/후추,1인분,중급,30분이내,베이컨 치즈 마늘 우유 
치즈토마토샌드위치,4021,굽기,식빵 4장| 방울토마토 15~20개| 슬라이스치즈 2장| 모짜렐라치즈 적당량  피자소스(토마토케첩) 2큰술 | 복분자잼 2큰술| 파슬리가루 약간,1인분,초급,30분이내,치즈 빵 
치즈토스트,110486,굽기,식빵 2장| 슬라이스 치즈 2장| 모짜렐라치즈 넉넉히  버터 1T| 파슬리가루 1/3T,1인분,아무나,15분이내,치즈 빵 
치즈통감자구이,5331,굽기,통감자| 치즈| 파프리카 약간| 오일  요거트| 레몬즙,1인분,아무나,30분이내,치즈 파프리카 감자 
치즈튀김,4578,튀김,슬라이스치즈 5장,1인분,아무나,5분이내,치즈 
치즈파니니,14755,굽기,치아바타 1개| 까망베르치즈 2장| 모짜렐라치즈 2장| 슬라이스아몬드 1줌  꿀,1인분,초급,15분이내,치즈 
치즈파스타,24319,볶음,네가지맛 치즈푸실리 1/2봉지| 찬물 300ml| 우유 200ml| 로레토 블랙 올리브 3큰술| 데친 브로콜리 1줌| 베이컨 2줄  후춧가루 약간| 파슬리가루 약간,1인분,아무나,15분이내,베이컨 치즈 가지 우유 
치즈파토스트,263,굽기,식빵 2장| 체다치즈 1장| 피자치즈 40g| 쪽파 3줄기  마요네즈 1큰술| 소금 1꼬집| 후추 약간| 꿀 2큰술,1인분,아무나,10분이내,치즈 빵 
치즈팬케익,178,굽기,시판 핫케익믹스 1컵| 치즈 50g,1인분,아무나,10분이내,치즈 
치즈폭탄볶음밥,760,볶음,밥 1공기| 모짜렐라 치즈 1줌| 소금| 후추| 감자 1줌| 호박 1줌| 햄 1줌,1인분,아무나,15분이내,치즈 감자 
치즈퐁듀라면,4000,끓이기,라면 1개| 우유 200ml| 슬라이스치즈 2장| 모짜렐라치즈 취향껏  파슬리가루 약간| 후추 약간,1인분,아무나,5분이내,치즈 우유 라면 
치즈푸실리파스타,9107,볶음,푸실리 120g| 스모크 치즈 간것 1/2컵| 고다치즈 간 것 1/3컵| 브로콜리 2/3개| 다진 양파 2큰술| 마늘 3쪽  생크림 2큰술| 올리브오일 2큰술| 푸실리 삶은 물 1/4컵| 소금 약간| 후춧가루 약간,1인분,초급,60분이내,치즈 마늘 양파 
치즈프렌치토스트,9226,굽기,식빵 2조각| 체다치즈 2장| 달걀 1개| 버터 1티스푼,1인분,아무나,10분이내,치즈 달걀 빵 
치즈피자,3235,굽기,통밀또띠아 지름15Cm 1장| 연유 1/2큰술| 까망베르슬라이스치즈 2장| 체다ㆍ고다ㆍ모짜렐라 믹스 크게 1줌,1인분,아무나,10분이내,치즈 
치즈피자떡볶이,2820,볶음,떡 100g| 피자치즈| 스파게티소스,1인분,아무나,5분이내,치즈 떡 
치즈피자롤,5029,굽기,또띠아 1장| 토마토소스 3T| 양파 1/3개| 체다치즈 1장| 모짜렐라치즈 듬뿍| 파마산치즈가루 듬뿍,1인분,아무나,10분이내,치즈 양파 
치즈함박스테이크,345,찜,소고기 70g| 돼지고기 20g| 다진야채 20g| 사과 1/2개| 아기치즈 1/2장| 아기간장 1스푼,1인분,초급,30분이내,사과 치즈 돼지고기 소고기 
치즈핫도그,2821,튀김,핫케이크가루 1컵| 우유 1/3컵| 달걀 1개| 슬라이스치즈 2장| 소세지 4개| 설탕(생략가능) 적당량| 케첩(생략가능) 적당량| 식용유 적당량,1인분,초급,10분이내,치즈 달걀 우유 
치즈해물떡볶이,3855,볶음,쌀떡| 어묵| 양파| 파프리카| 새우| 오징어| 치즈 1장  설탕| 올리고당| 핫소스| 고추장| 물| 생강즙(다진마늘),1인분,초급,30분이내,오징어 치즈 마늘 양파 파프리카 고추 떡 새우 
치즈햄말이튀김,268,튀김,빵| 햄| 치즈| 피클| 빵가루| 달걀| 기름,1인분,아무나,30분이내,치즈 달걀 
치즈허니버터토스트,2638,굽기,식빵 6장| 슬라이스 치즈 5-6장  마요네즈 60g| 허니버터 1큰술| 다진 마늘 1큰술| 설탕 1큰술| 파슬리 약간,1인분,초급,30분이내,치즈 마늘 빵 
치즈후라이,1548,기타,감자튀김 2줌| 모짜렐라치즈 3줌| 슬라이스치즈 1장| 베이컨 3줄| 소금,1인분,아무나,15분이내,베이컨 치즈 감자 
치치면,10962,기타,누들면 1개| 참치 1캔| 김치 1봉| 비빔장 1개,1인분,아무나,5분이내,김치 
치커리사과샐러드,40478,무침,사과1개| 치커리 적당량 | 견과류  시판오리엔탈소스,1인분,아무나,15분이내,사과 
치커리샐러드,1230,기타,치커리 적당량| 토마토 1알| 아몬드 5알| 삶은달걀 1알| 요거트 2T,1인분,초급,15분이내,달걀 
치킨,45664,튀김,식은치킨,1인분,아무나,10분이내,
치킨가라아게,24503,튀김,닭다리살 350g| 전분가루 2Ts| 밀가루 2Ts  간장 1스푼| 후추 조금| 생강가루 1스푼| 다진마늘 1스푼| 미림 1스푼,1인분,중급,90분이내,닭 마늘 
치킨가라아게덮밥,16169,굽기,밥 1공기| 닭고기 120g| 깻잎| 가라아게파우더 1T| 김가루,1인분,아무나,30분이내,깻잎 닭 
치킨강정,28666,볶음,치킨 또는 닭튀김 제품 300g  고추장 0.5큰술| 케첩 1큰술| 진간장 0.5큰술| 올리고당 1큰술| 다진 마늘 0.5큰술| 맛술 1큰술| 설탕 1큰술,1인분,아무나,15분이내,닭 마늘 고추 
치킨달걀덮밥,1317,기타,치킨 너겟 5개| 달걀 1개| 양파 1/2개| 올리브유 2T| 밥 1공기  물 1컵반| 올리고당 1T| 다진파 1T| 간장 1T| 굴소스 1t| 다진마늘 1t,1인분,아무나,10분이내,달걀 마늘 양파 
치킨그라탕,6139,굽기,닭가슴살(훈제) 50g| 밥 1공기(조금작게)| 아스파라거스 1개| 마늘 4쪽| 양파 1/4개  스파게티소스 3큰술| 피자치즈슬라이스 2장| 버터 1큰술| 소금 1고집| 후추 1고집,1인분,초급,15분이내,치즈 닭 마늘 양파 
치킨김치볶음밥,9764,볶음,남은치킨| 김치| 고추장| 기름| 들기름| 달걀| 검은깨,1인분,아무나,10분이내,달걀 김치 고추 
치킨까르보나라,6730,볶음,남은후라이드치킨 3~4조각| 우유 1컵| 파마산치즈가루 1+1/2스푼| 치즈 1장| 후추| 브로컬리| 양파| 당근| 다진마늘 1스푼,1인분,초급,30분이내,당근 치즈 마늘 우유 양파 
치킨까스,7744,튀김,닭다리살 4개| 양배추 원하는만큼  올리브오일 1큰술| 매실청 2큰술| 소금 약간| 후추 약간| 갈릭파우더 약간  간장 1+1/2큰술| 케찹 3큰술| 버터 10g| 매실청 2큰술| 소금 약간| 후추 약간| 우스타소스 1작은술,1인분,초급,60분이내,양배추 닭 배추 배 
치킨까스덮밥,4998,볶음,닭가슴살 1조각| 달걀 2개| 양파 1/4개| 표고버섯 1개| 대파 3cm| 밀가루 1Ts| 빵가루 1컵  가츠오부시 1줌| 4cm길이 다시마 5~6조각| 간장 1Ts반| 설탕 1Ts,1인분,아무나,30분이내,표고버섯 닭 달걀 대파 양파 
치킨나초,3094,기타,양파 썰어서 1줌| 토마토소스(케찹) 2번정도짠양| 나초 짝수개| 양상추 1/2개| 치킨 튀김(용가리) 2개 정도,1인분,아무나,10분이내,상추 양파 
치킨너겟,2084,끓이기,치킨 너겟 8개| 간장 1T| 올리고당 1T| 물 1T| 설탕 1T| 맛술 1T| 호두 분태 1줌,1인분,아무나,15분이내,
치킨너겟덮밥,4808,튀김,치킨너겟| 양배추| 돈까스소스| 밥,1인분,아무나,10분이내,양배추 배추 배 
치킨너겟떡볶음,936,볶음,떡볶이떡12개 | 치킨너겟5개   고추장1티스푼 | 케찹2큰술| 올리고당2큰술,1인분,아무나,15분이내,고추 떡 
치킨너겟또띠아,2380,기타,목우촌 냉동 치킨너겟 6~7개| 올리브오일 1/2컵| 또띠아 4장| 마요네즈 3큰술| 피망 1/4개| 방울토마토 8개| 채썬 모짜렐라치즈 80g,1인분,중급,90분이내,치즈 
치킨너겟마요덮밥,20459,기타,치킨너겟 8개| 밥 1공기| 달걀 1개| 양파 1/2개| 식용유 적당량  간장 1스푼| 올리고당 1스푼| 마요네즈 적당량| 깻잎 1장,1인분,초급,10분이내,깻잎 달걀 양파 
치킨너겟볶음라면,2249,볶음,라면1봉지| 대파조금| 치킨너겟 4조각| 올리브유 조금,1인분,아무나,10분이내,대파 라면 
치킨너겟소스,1921,튀김,머스타드소스2큰술| 마요네즈1큰술| 올리고당1큰술,1인분,아무나,5분이내,
치킨너겟주먹밥,851,굽기,치킨너겟 5개| 밥 1공기| 새송이버섯 1개| 양파 1/4개  머스터드 소스 1T| 데리야끼 소스 1T| 새우가루 1/2 T| 들기름 1T| 소금 1/2ts| 깨소금 1ts,1인분,초급,30분이내,새송이버섯 양파 새우 
치킨너겟카레덮밥,4937,기타,타요치킨너겟| 카레| 양파| 당근| 옥수수통조림| 완두콩| 카레가루,1인분,초급,15분이내,당근 양파 
치킨너겟케이준샐러드,2919,기타,치킨 너겟 6-7개| 샐러드용 채소(양배추 파프리카 양상추등) 적당량  머스타드 4스푼| 마요네즈 4스푼| 꿀 1스푼,1인분,아무나,10분이내,양배추 상추 배추 파프리카 배 
치킨달래볼튀김,1526,튀김,닭가슴살 180g| 달래 20g| 달걀 1/2개| 튀김가루 3큰술| 기름 적당량  허브솔트 1작은술| 맛술 1큰술| 포도씨유 1큰술  간장 2큰술| 식초 1작은술| 다진달래 약간| 통깨 약간,1인분,중급,30분이내,닭 달걀 
치킨덮밥,46898,볶음,남은치킨 4조각| 양파 1/2개| 달걀 1개| 다진마늘 1/2개  간장 4스푼| 맛술 2스푼| 올리고당 2스푼,1인분,아무나,10분이내,달걀 마늘 양파 
치킨데리야끼,8975,굽기,닭가슴살 2개| 양파 1/4개| 대파 1/2뿌리| 청량고추 2개  소금| 후추  간장 5T| 설탕 2T| 미림 3T| 물 2T,1인분,초급,60분이내,닭 대파 양파 고추 
치킨데리야끼덮밥,8138,굽기,닭고기 안심 200g| 대파 1대| 마늘 1/2스푼| 달걀 1개| 안남미 밥 1공기  데리야끼소스| 소금 약간| 후추| 참깨| 올리브유| 로즈마리오일,1인분,중급,30분이내,닭 달걀 마늘 대파 
치킨도리아,51029,볶음,닭가슴살 1덩이(120g)| 다진양파 1/4개| 다진피망 1/4개| 양송이버섯 3개| 다진마늘 1/2T| 밥 1공기| 청주 1T| 간장 1T| 케�y 2T| 소금 약간| 후추 약간| 피자치즈 1C  버터 2T| 밀가루 2T| 우유 200ml| 소금 약간| 후추 약간  파슬리가루 약간,1인분,아무나,30분이내,치즈 닭 마늘 우유 양파 
치킨떡볶이그라탕,392,굽기,치킨| 떡볶이| 양파 1/2개| 모짜렐라치즈 2봉지| 물 4T,1인분,아무나,30분이내,치즈 양파 떡 
치킨또띠아,43036,튀김,텐더치킨 3개| 식용유 적당량| 양상추 4장| 양파 1/2개| 토마토 1/2개| 마요네즈 약간| 머스터드 약간| 또띠아 2장| 파마산치즈파우더 약간,1인분,초급,30분이내,치즈 상추 양파 
치킨또띠아롤,6214,기타,또띠아 1장| 양상추 2장| 상추 2장| 토마토 1/2개| 치킨 2조각| 치즈 1개  마요네즈 2/3큰술| 식초 1작은술| 설탕 1작은술| 소금 약간| 후추 약간,1인분,아무나,10분이내,치즈 상추 
치킨라면,13539,끓이기,파 1스푼| 양파 1스푼| 마늘 1/2스푼| 식용유 1스푼| 고춧가루 반 스푼| 치킨 2~3쪽| 라면 1봉지| 물 700ml| 양배추 1주먹| 파 1주먹,1인분,아무나,15분이내,양배추 마늘 배추 양파 배 라면 
치킨라이스,963,끓이기,닭볶음탕용 닭고기 3토막| 쌀 1/2컵  간장 2.5T| 맛술 2.5T| 마늘가루 1/2T| 생강가루 1/4T| 후추| 버터 3t| 소금 1꼬집,1인분,아무나,30분이내,닭 마늘 
치킨랩,28245,기타,또띠아| 닭가슴살| 미니피망| 양파| 사과| 치즈| 햄| 양상추| 어린잎채소| 머스타드소스| 칠리소스,1인분,중급,30분이내,사과 치즈 닭 상추 양파 
치킨로제스파게티,10084,볶음,스파게티 140~160g| 올리브유 약간| 소금 약간| 닭가슴살 200g| 양파 1/2개| 다진마늘 1/2큰술| 건고추나 고춧가루 약간  시판 스파게티 소스 200ml| 우유나 생크림 200ml| 후추 약간| 소금 약간,1인분,초급,30분이내,닭 마늘 우유 양파 고추 
치킨리조또,8956,끓이기,닭| 방울토마토| 브로콜리| 양파  버터| 토마토소스| 소금,1인분,중급,60분이내,닭 양파 
치킨마요,56507,튀김,팝콘 치킨 너겟 15개| 달걀 2개| 밥 1공기  마요네즈| 데리야끼소스  다진 쪽파 1숟가락,1인분,아무나,10분이내,달걀 
치킨마요덮밥,184942,비빔,치킨| 밥| 달걀  데리야끼소스| 마요네즈,1인분,초급,30분이내,달걀 
치킨마요밥버거,3623,기타,밥 1공기| 소금김 약간| 마요네즈 1숟가락| 간장치킨 3조각,1인분,아무나,30분이내,
치킨마요볶음밥,1806,볶음,닭고기 먹고싶은만큼| 달걀 2개| 밥 1공기| 후추 100g  간장 2숟가락,1인분,초급,30분이내,닭 달걀 
치킨마요삼각김밥,2820,비빔,김밥용김(삼각김밥용)| 남은치킨| 밥 1/2공기  마요네즈 2스푼,1인분,초급,15분이내,
치킨무,11463,절임,무 1개  물 1컵| 식초 1컵| 설탕 1컵| 소금 1/2T| 다시마 2조각,1인분,아무나,30분이내,무 
치킨무볶음밥,3725,볶음,치킨무 1팩| 밥 1공기| 베이컨 1장| 대파 1/5개| 식용유 2스푼| 식용유 2스푼| 고춧가루 1스푼| 황설탕 0.5스푼| 굴소스 0.5스푼| 간장 0.5스푼| 깨소금 약간| 참기름 약간| 후추 1꼬집| 김가루 약간,1인분,초급,15분이내,베이컨 대파 무 
치킨밥버거,861,기타,밥 1/2공기| 후리가케| 참기름| 닭가슴살 함박스테이크 1개| 양파 1/2개| 스테이크소스 1T| 달걀 1개| 슬라이스 치즈 1장| 파슬리 가루,1인분,초급,15분이내,치즈 닭 달걀 양파 
치킨버터구이,6203,굽기,닭고기 200g| 노란 파프리카 1/2개| 빨간 파프리카 1/2개| 대파 10cm| 브로콜리 약간| 양파 1/4개  식용유 3T| 버터 1T| 로즈마리 1개| 청주 6T| 소금 약간| 후추 약간,1인분,초급,30분이내,닭 대파 양파 파프리카 
치킨베이글샌드위치,6813,기타,베이글 3개| 닭가슴살 3쪽| 슬라이스치즈 3장| 토마토슬라이스 3쪽| 로메인 또는 양상추 6~9장| 사브로소 포도씨유 2~3큰술  미쯔칸 데리야키소스 100ml| 크림치즈 50g| 허니머스터드소스 50g,1인분,초급,60분이내,치즈 닭 상추 
치킨베이크,11047,굽기,피자도우(생지)피자믹스 닭가슴살 1/2개| 다진 대파 2스푼 | 피망 1스푼| 다진 양파 20g(2스푼) | 파마산치즈가루 3스푼| | 청량초 1개 | 바실잎 2장| 피자치즈 40g | 올리브오일 적당량  마요네즈 2~3스푼(취향껏) | 다진마늘 1티스푼| 파마산치즈 1/2스푼 | 후추 약간,1인분,중급,60분이내,치즈 닭 마늘 대파 양파 
치킨볶음면,2936,볶음,갈비통닭볶음면 1개| 치킨 1개| 송송썬대파 1/4대| 편썬 마늘 2개| 식용유 약간,1인분,아무나,10분이내,닭 마늘 대파 
